provinsi,jenis,daerah,tahun,periode,gk,ump,peng,upah
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2018,SEPTEMBER,314491.0,2595995.0,637747.0,13214
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2018,SEPTEMBER,314491.0,2595995.0,1206544.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAAN,2017,MARET,273134.0,2388000.0,465251.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAAN,2017,MARET,273134.0,2388000.0,317870.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAAN,2017,MARET,273134.0,2388000.0,783122.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAAN,2017,SEPTEMBER,278321.0,2388000.0,465251.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAAN,2017,SEPTEMBER,278321.0,2388000.0,317870.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAAN,2017,SEPTEMBER,278321.0,2388000.0,783122.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAAN,2018,MARET,289522.0,2595995.0,464444.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAAN,2018,MARET,289522.0,2595995.0,365368.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAAN,2018,MARET,289522.0,2595995.0,829813.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAAN,2018,SEPTEMBER,291450.0,2595995.0,464444.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAAN,2018,SEPTEMBER,291450.0,2595995.0,365368.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAAN,2018,SEPTEMBER,291450.0,2595995.0,829813.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,279284.0,2388000.0,507672.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,279284.0,2388000.0,417173.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,MARET,279284.0,2388000.0,924846.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,284680.0,2388000.0,507672.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,284680.0,2388000.0,417173.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,284680.0,2388000.0,924846.0,12690
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,297528.0,2595995.0,503297.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,297528.0,2595995.0,466781.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,MARET,297528.0,2595995.0,970078.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,298856.0,2595995.0,503297.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,298856.0,2595995.0,466781.0,13214
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,298856.0,2595995.0,970078.0,13214
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2019,MARET,318325.0,2804453.0,536802.0,13580
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2019,MARET,318325.0,2804453.0,608271.0,13580
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2019,MARET,318325.0,2804453.0,1145073.0,13580
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,331698.0,2804453.0,536802.0,13580
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,331698.0,2804453.0,608271.0,13580
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2019,SEPTEMBER,331698.0,2804453.0,1145073.0,13580
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2020,MARET,337697.0,3043111.0,584583.0,15072
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2020,MARET,337697.0,3043111.0,637679.0,15072
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2020,MARET,337697.0,3043111.0,1222262.0,15072
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,338390.0,3043111.0,584583.0,15072
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,338390.0,3043111.0,637679.0,15072
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2020,SEPTEMBER,338390.0,3043111.0,1222262.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAAN,2019,MARET,299598.0,2804453.0,476355.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAAN,2019,MARET,299598.0,2804453.0,371452.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAAN,2019,MARET,299598.0,2804453.0,847808.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAAN,2019,SEPTEMBER,311271.0,2804453.0,476355.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAAN,2019,SEPTEMBER,311271.0,2804453.0,371452.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAAN,2019,SEPTEMBER,311271.0,2804453.0,847808.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAAN,2020,MARET,321453.0,3043111.0,505671.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAAN,2020,MARET,321453.0,3043111.0,397041.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAAN,2020,MARET,321453.0,3043111.0,902712.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAAN,2020,SEPTEMBER,323914.0,3043111.0,505671.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAAN,2020,SEPTEMBER,323914.0,3043111.0,397041.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAAN,2020,SEPTEMBER,323914.0,3043111.0,902712.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,306087.0,2804453.0,498928.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,306087.0,2804453.0,459889.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,MARET,306087.0,2804453.0,958818.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,318123.0,2804453.0,498928.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,318123.0,2804453.0,459889.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,318123.0,2804453.0,958818.0,13580
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,327021.0,3043111.0,535136.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,327021.0,3043111.0,486893.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,MARET,327021.0,3043111.0,1022030.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,328710.0,3043111.0,535136.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,328710.0,3043111.0,486893.0,15072
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,328710.0,3043111.0,1022030.0,15072
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2021,MARET,350163.0,3043111.0,611880.0,15873
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2021,MARET,350163.0,3043111.0,670505.0,15873
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2021,MARET,350163.0,3043111.0,1282386.0,15873
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,354236.0,3043111.0,611880.0,15873
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,354236.0,3043111.0,670505.0,15873
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2021,SEPTEMBER,354236.0,3043111.0,1282386.0,15873
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2022,MARET,374346.0,3144446.0,674968.0,15978
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2022,MARET,374346.0,3144446.0,685547.0,15978
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2022,MARET,374346.0,3144446.0,1360515.0,15978
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,400354.0,3144446.0,674968.0,15978
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,400354.0,3144446.0,685547.0,15978
SUMATERA SELATAN,MAKANAN,PERKOTAAN,2022,SEPTEMBER,400354.0,3144446.0,1360515.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAAN,2021,MARET,335549.0,3043111.0,559309.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAAN,2021,MARET,335549.0,3043111.0,425439.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAAN,2021,MARET,335549.0,3043111.0,984749.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAAN,2021,SEPTEMBER,337702.0,3043111.0,559309.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAAN,2021,SEPTEMBER,337702.0,3043111.0,425439.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAAN,2021,SEPTEMBER,337702.0,3043111.0,984749.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAAN,2022,MARET,353000.0,3144446.0,587945.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAAN,2022,MARET,353000.0,3144446.0,432887.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAAN,2022,MARET,353000.0,3144446.0,1020833.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAAN,2022,SEPTEMBER,368981.0,3144446.0,587945.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAAN,2022,SEPTEMBER,368981.0,3144446.0,432887.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAAN,2022,SEPTEMBER,368981.0,3144446.0,1020833.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,340567.0,3043111.0,579031.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,340567.0,3043111.0,517375.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,MARET,340567.0,3043111.0,1096407.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,343549.0,3043111.0,579031.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,343549.0,3043111.0,517375.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,343549.0,3043111.0,1096407.0,15873
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,360600.0,3144446.0,620732.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,360600.0,3144446.0,528080.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,MARET,360600.0,3144446.0,1148812.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,379882.0,3144446.0,620732.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,379882.0,3144446.0,528080.0,15978
SUMATERA SELATAN,MAKANAN,PERDESAANPERKOTAAN,2022,SEPTEMBER,379882.0,3144446.0,1148812.0,15978
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2015,MARET,101603.0,1974346.0,418794.0,11622
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2015,MARET,101603.0,1974346.0,514708.0,11622
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2015,MARET,101603.0,1974346.0,933502.0,11622
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,105823.0,1974346.0,418794.0,11622
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,105823.0,1974346.0,514708.0,11622
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2015,SEPTEMBER,105823.0,1974346.0,933502.0,11622
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2016,MARET,112324.0,2206000.0,513874.0,12523
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2016,MARET,112324.0,2206000.0,569719.0,12523
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2016,MARET,112324.0,2206000.0,1083593.0,12523
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,116824.0,2206000.0,513874.0,12523
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,116824.0,2206000.0,569719.0,12523
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2016,SEPTEMBER,116824.0,2206000.0,1083593.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2015,MARET,61880.0,1974346.0,358391.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2015,MARET,61880.0,1974346.0,260923.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2015,MARET,61880.0,1974346.0,619314.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,65785.0,1974346.0,358391.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,65785.0,1974346.0,260923.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2015,SEPTEMBER,65785.0,1974346.0,619314.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2016,MARET,67658.0,2206000.0,408161.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2016,MARET,67658.0,2206000.0,293544.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2016,MARET,67658.0,2206000.0,701705.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,69692.0,2206000.0,408161.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,69692.0,2206000.0,293544.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2016,SEPTEMBER,69692.0,2206000.0,701705.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,76055.0,1974346.0,379945.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,76055.0,1974346.0,351483.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,MARET,76055.0,1974346.0,731429.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,80073.0,1974346.0,379945.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,80073.0,1974346.0,351483.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2015,SEPTEMBER,80073.0,1974346.0,731429.0,11622
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,82664.0,2206000.0,446364.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,82664.0,2206000.0,393348.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,MARET,82664.0,2206000.0,839712.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,86661.0,2206000.0,446364.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,86661.0,2206000.0,393348.0,12523
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2016,SEPTEMBER,86661.0,2206000.0,839712.0,12523
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2017,MARET,119191.0,2388000.0,581213.0,12690
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2017,MARET,119191.0,2388000.0,589322.0,12690
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2017,MARET,119191.0,2388000.0,1170536.0,12690
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,120635.0,2388000.0,581213.0,12690
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,120635.0,2388000.0,589322.0,12690
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2017,SEPTEMBER,120635.0,2388000.0,1170536.0,12690
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2018,MARET,124314.0,2595995.0,568797.0,13214
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2018,MARET,124314.0,2595995.0,637747.0,13214
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2018,MARET,124314.0,2595995.0,1206544.0,13214
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,126557.0,2595995.0,568797.0,13214
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,126557.0,2595995.0,637747.0,13214
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2018,SEPTEMBER,126557.0,2595995.0,1206544.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2017,MARET,74386.0,2388000.0,465251.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2017,MARET,74386.0,2388000.0,317870.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2017,MARET,74386.0,2388000.0,783122.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,77699.0,2388000.0,465251.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,77699.0,2388000.0,317870.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2017,SEPTEMBER,77699.0,2388000.0,783122.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2018,MARET,85005.0,2595995.0,464444.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2018,MARET,85005.0,2595995.0,365368.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2018,MARET,85005.0,2595995.0,829813.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,87600.0,2595995.0,464444.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,87600.0,2595995.0,365368.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2018,SEPTEMBER,87600.0,2595995.0,829813.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,90775.0,2388000.0,507672.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,90775.0,2388000.0,417173.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,MARET,90775.0,2388000.0,924846.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,93568.0,2388000.0,507672.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,93568.0,2388000.0,417173.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2017,SEPTEMBER,93568.0,2388000.0,924846.0,12690
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,99621.0,2595995.0,503297.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,99621.0,2595995.0,466781.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,MARET,99621.0,2595995.0,970078.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,101928.0,2595995.0,503297.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,101928.0,2595995.0,466781.0,13214
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2018,SEPTEMBER,101928.0,2595995.0,970078.0,13214
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2019,MARET,128381.0,2804453.0,536802.0,13580
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2019,MARET,128381.0,2804453.0,608271.0,13580
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2019,MARET,128381.0,2804453.0,1145073.0,13580
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,129424.0,2804453.0,536802.0,13580
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,129424.0,2804453.0,608271.0,13580
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2019,SEPTEMBER,129424.0,2804453.0,1145073.0,13580
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2020,MARET,131854.0,3043111.0,584583.0,15072
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2020,MARET,131854.0,3043111.0,637679.0,15072
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2020,MARET,131854.0,3043111.0,1222262.0,15072
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,132409.0,3043111.0,584583.0,15072
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,132409.0,3043111.0,637679.0,15072
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2020,SEPTEMBER,132409.0,3043111.0,1222262.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2019,MARET,90188.0,2804453.0,476355.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2019,MARET,90188.0,2804453.0,371452.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2019,MARET,90188.0,2804453.0,847808.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,94735.0,2804453.0,476355.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,94735.0,2804453.0,371452.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2019,SEPTEMBER,94735.0,2804453.0,847808.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2020,MARET,100198.0,3043111.0,505671.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2020,MARET,100198.0,3043111.0,397041.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2020,MARET,100198.0,3043111.0,902712.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,100455.0,3043111.0,505671.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,100455.0,3043111.0,397041.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2020,SEPTEMBER,100455.0,3043111.0,902712.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,104445.0,2804453.0,498928.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,104445.0,2804453.0,459889.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,MARET,104445.0,2804453.0,958818.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,107685.0,2804453.0,498928.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,107685.0,2804453.0,459889.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2019,SEPTEMBER,107685.0,2804453.0,958818.0,13580
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,112021.0,3043111.0,535136.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,112021.0,3043111.0,486893.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,MARET,112021.0,3043111.0,1022030.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,112549.0,3043111.0,535136.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,112549.0,3043111.0,486893.0,15072
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2020,SEPTEMBER,112549.0,3043111.0,1022030.0,15072
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2021,MARET,135276.0,3043111.0,611880.0,15873
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2021,MARET,135276.0,3043111.0,670505.0,15873
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2021,MARET,135276.0,3043111.0,1282386.0,15873
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,137422.0,3043111.0,611880.0,15873
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,137422.0,3043111.0,670505.0,15873
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2021,SEPTEMBER,137422.0,3043111.0,1282386.0,15873
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2022,MARET,141579.0,3144446.0,674968.0,15978
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2022,MARET,141579.0,3144446.0,685547.0,15978
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2022,MARET,141579.0,3144446.0,1360515.0,15978
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,148101.0,3144446.0,674968.0,15978
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,148101.0,3144446.0,685547.0,15978
SUMATERA SELATAN,NONMAKANAN,PERKOTAAN,2022,SEPTEMBER,148101.0,3144446.0,1360515.0,15978
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2021,MARET,105866.0,3043111.0,559309.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2021,MARET,105866.0,3043111.0,425439.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2021,MARET,105866.0,3043111.0,984749.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,108975.0,3043111.0,559309.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,108975.0,3043111.0,425439.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2021,SEPTEMBER,108975.0,3043111.0,984749.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2022,MARET,114139.0,3144446.0,587945.0,15978
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2022,MARET,114139.0,3144446.0,432887.0,15978
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2022,MARET,114139.0,3144446.0,1020833.0,15978
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,124901.0,3144446.0,587945.0,15978
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,124901.0,3144446.0,432887.0,15978
SUMATERA SELATAN,NONMAKANAN,PERDESAAN,2022,SEPTEMBER,124901.0,3144446.0,1020833.0,15978
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,116888.0,3043111.0,579031.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,116888.0,3043111.0,517375.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,MARET,116888.0,3043111.0,1096407.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,119702.0,3043111.0,579031.0,15873
SUMATERA SELATAN,NONMAKANAN,PERDESAANPERKOTAAN,2021,SEPTEMBER,119702.0,3043111.0,517375.0,15873
